average_price,total_volume,small_sold,large_sold,x_large_sold,total_bags,small_bags,large_bags,x_large_bags,type,year,region,month,ratio_small_sold,ratio_large_sold,ratio_x_large_sold,ratio_small_bags,ratio_large_bags,ratio_x_large_bags
1.81,5664.83,312.85,2726.58,991.27,1634.13,1614.13,20,0,organic,2016,Charlotte,July,0.05522672348508252,0.48131717986241424,0.17498671628274812,0.9877610716405671,0.012238928359432848,0
1.72,5662.13,278.93,2594.43,929,1859.77,1856.44,3.33,0,organic,2016,Charlotte,July,0.04926238005838792,0.4582074237080392,0.1640725310086487,0.998209456008001,0.0017905439919990106,0
1.59,7034.66,420.63,2574.75,834.61,3204.67,3198,6.67,0,organic,2016,Charlotte,June,0.05979393460380459,0.3660091603574302,0.11864254988869398,0.9979186624519841,0.0020813375480158644,0
1.72,5073.77,325.22,2602.89,663.16,1482.5,1475.83,6.67,0,organic,2016,Charlotte,June,0.06409829377366337,0.513009064265822,0.1307035990988949,0.9955008431703204,0.004499156829679595,0
1.76,4612.16,381.97,2418,726.75,1085.44,1082.11,3.33,0,organic,2016,Charlotte,June,0.08281802886283217,0.5242662873794491,0.1575725907167141,0.9969321196933961,0.0030678803066037734,0
1.6,6062.33,343.3,2507.58,694.74,2516.71,2513.38,3.33,0,organic,2016,Charlotte,June,0.056628392053880275,0.41363304208118,0.11459950217160729,0.998676843974872,0.0013231560251280442,0
1.66,5676.93,301.54,2647.47,702.09,2025.83,2015.83,10,0,organic,2016,Charlotte,May,0.05311673739151267,0.4663559353382902,0.12367423942165924,0.9950637516474728,0.004936248352527112,0
1.71,5433.16,437.48,2422.71,544.63,2028.34,2021.67,6.67,0,organic,2016,Charlotte,May,0.080520360158729,0.4459117714184747,0.10024184820620044,0.9967115966751137,0.0032884033248863605,0
1.69,6007.48,320.43,2628.62,554.28,2504.15,2500.82,3.33,0,organic,2016,Charlotte,May,0.05333850466418532,0.4375578445537896,0.09226497632950921,0.9986702074556237,0.0013297925443763352,0
1.79,5581.18,299.93,3030.75,767.24,1483.26,1483.26,0,0,organic,2016,Charlotte,May,0.053739531783601316,0.5430303269201137,0.1374691373508828,1,0,0
1.68,5736.02,268.44,2921.35,718.82,1827.41,1827.41,0,0,organic,2016,Charlotte,May,0.04679900000348673,0.5092991307561688,0.1253168573331334,1,0,0
1.67,6489.79,369.98,2721.06,639.06,2759.69,2759.69,0,0,organic,2016,Charlotte,April,0.05700954884518606,0.4192832125538731,0.09847159923510622,1,0,0
1.77,4460.01,400.23,2383.44,505.61,1170.73,1170.73,0,0,organic,2016,Charlotte,April,0.08973746695635211,0.5344023892323111,0.11336521666991778,1,0,0
1.6,5734.3,351.95,2597.02,625.44,2159.89,2159.89,0,0,organic,2016,Charlotte,April,0.061376279580768356,0.45289224491219504,0.10906998238669062,1,0,0
1.71,5126.69,318,2844.01,658.9,1305.78,1305.78,0,0,organic,2016,Charlotte,April,0.06202832626899618,0.5547458496612825,0.12852347225987917,1,0,0
1.69,4551.61,311.44,2333.56,615.04,1291.57,1291.57,0,0,organic,2016,Charlotte,March,0.06842414002957196,0.5126889166690468,0.13512581262454385,1,0,0
1.57,4713.35,370.07,2022.52,490.82,1829.94,1829.94,0,0,organic,2016,Charlotte,March,0.07851528106336257,0.42910456469390135,0.10413400235501288,1,0,0
1.7,4131.98,280.07,2080.98,625.97,1144.96,1144.96,0,0,organic,2016,Charlotte,March,0.06778106379992159,0.5036278007153956,0.15149395689233736,1,0,0
1.79,4003.24,342.43,2122.95,621.19,916.67,896.67,20,0,organic,2016,Charlotte,March,0.08553821404662225,0.5303079505600463,0.15517181083322512,0.9781818975203727,0.021818102479627347,0
1.83,3584.6,290.68,2007.09,559.81,727.02,727.02,0,0,organic,2016,Charlotte,February,0.08109133515594488,0.5599202142498465,0.1561708419349439,1,0,0
1.81,3521.87,315.14,1836.82,556.58,813.33,813.33,0,0,organic,2016,Charlotte,February,0.08948087237745857,0.5215467919031651,0.15803536189581105,1,0,0
1.75,3610.52,307.68,1674.06,502.11,1126.67,1126.67,0,0,organic,2016,Charlotte,February,0.0852176417801314,0.46366174401471255,0.1390686106156454,1,0,0
1.82,3529.44,385.1,1740.65,640.36,763.33,763.33,0,0,organic,2016,Charlotte,February,0.10911079378031643,0.4931802212248969,0.18143388186227843,1,0,0
1.75,3829.49,354.19,1734.77,630.53,1110,1110,0,0,organic,2016,Charlotte,January,0.09249012270563443,0.45300288027909724,0.16465116764895588,1,0,0
1.76,3735.44,332.43,1649.8,603.21,1150,1150,0,0,organic,2016,Charlotte,January,0.0889935322211038,0.44166149101578395,0.16148298460154628,1,0,0
1.92,2997.36,469.83,1659.7,587.83,280,276.67,3.33,0,organic,2016,Charlotte,January,0.15674793818560331,0.5537206074679051,0.19611591533883152,0.988107142857143,0.011892857142857143,0
1.77,4815.55,313.18,2207.99,842.33,1452.05,1425.34,26.71,0,organic,2016,Charlotte,January,0.06503514655646811,0.45851252712566576,0.1749187527904393,0.9816053166213284,0.018394683378671534,0
1.78,4284.47,749.2,1979.18,705.6,850.49,821.36,29.13,0,organic,2016,Charlotte,January,0.1748641022110086,0.46194278405497063,0.1646878143621031,0.9657491563686816,0.03425084363131842,0
1.34,33412.35,52.77,30236.66,0,3122.92,3122.92,0,0,organic,2016,Chicago,December,0.0015793561362789509,0.9049546051085902,0,1,0,0
1.34,40115.97,59.36,37133.28,0,2923.33,2923.33,0,0,organic,2016,Chicago,December,0.0014797099509247813,0.9256483141252723,0,1,0,0
1.32,54112.89,63.34,50779.13,0,3270.42,3270.42,0,0,organic,2016,Chicago,December,0.0011705159343734922,0.9383924976100888,0,1,0,0
1.71,35156.8,87.48,31941.41,0,3127.91,3127.91,0,0,organic,2016,Chicago,December,0.0024882810722250035,0.908541448596004,0,1,0,0
2.3,20020.98,57.34,16648.36,0,3315.28,3315.28,0,0,organic,2016,Chicago,November,0.002863995668543698,0.8315457085517293,0,1,0,0
2.3,24924.61,49.68,22005.49,0,2869.44,2869.44,0,0,organic,2016,Chicago,November,0.001993210726266128,0.8828820190165464,0,1,0,0
2.25,28482.64,56.66,25011.26,0,3414.72,3414.72,0,0,organic,2016,Chicago,November,0.00198928189240885,0.8781229548946305,0,1,0,0
2.24,28818.87,38.61,24966.93,0,3813.33,3813.33,0,0,organic,2016,Chicago,November,0.0013397471864788591,0.8663396587027875,0,1,0,0
2.23,32607.37,88.54,29520.64,0,2998.19,2998.19,0,0,organic,2016,Chicago,October,0.0027153370541690425,0.9053364316103998,0,1,0,0
2.2,28740.94,84.24,25376.14,0,3280.56,3276.12,4.44,0,organic,2016,Chicago,October,0.0029310106071687284,0.8829265848646565,0,0.9986465725363962,0.001353427463603775,0
2.11,30428.53,72.62,26383.82,0,3972.09,3972.09,0,0,organic,2016,Chicago,October,0.0023865760192819043,0.8670750772383681,0,1,0,0
2.04,26995.26,79.04,23403.99,0,3512.23,3512.23,0,0,organic,2016,Chicago,October,0.002927921420278968,0.8669666452555005,0,1,0,0
2.05,27147.49,100.4,24049.87,0,2997.22,2997.22,0,0,organic,2016,Chicago,October,0.003698316124253108,0.8858966335377597,0,1,0,0
2.05,26730.61,93.75,24273.38,0,2363.48,2363.48,0,0,organic,2016,Chicago,September,0.003507215136504554,0.9080743013346871,0,1,0,0
2.06,21876.53,98.1,19190.24,0,2588.19,2588.19,0,0,organic,2016,Chicago,September,0.0044842577867696565,0.8772067599386193,0,1,0,0
2.07,30146.46,92.82,27851.41,0,2202.23,2202.23,0,0,organic,2016,Chicago,September,0.0030789684759006527,0.9238699999933657,0,1,0,0
2.08,29892.84,91.7,27757.81,0,2043.33,2043.33,0,0,organic,2016,Chicago,September,0.003067624220381871,0.928577211131495,0,1,0,0
2.09,27637.06,699.1,25426.29,0,1511.67,1511.67,0,0,organic,2016,Chicago,August,0.025295744192761458,0.9200070485066068,0,1,0,0
2.08,31252.62,69.71,29470.17,0,1712.74,1712.74,0,0,organic,2016,Chicago,August,0.002230532992113941,0.9429663816985584,0,1,0,0
2.09,27655.2,84.15,26189.38,0,1381.67,1381.67,0,0,organic,2016,Chicago,August,0.0030428273887008594,0.9469965865370708,0,1,0,0
2.13,26720.39,75.65,25684.18,0,960.56,960.56,0,0,organic,2016,Chicago,August,0.002831171251617211,0.9612202516505186,0,1,0,0
2.11,28969.34,80.77,27361.91,0,1526.66,1526.66,0,0,organic,2016,Chicago,July,0.0027881201297647786,0.9445127158575238,0,1,0,0
1.93,24894.83,107.07,20034.42,0,4753.34,4753.34,0,0,organic,2016,Chicago,July,0.0043008929966583415,0.8047622739339854,0,1,0,0
1.89,26249.13,60.77,23561.14,0,2627.22,2627.22,0,0,organic,2016,Chicago,July,0.002315124348883182,0.8975969870239509,0,1,0,0
2.01,12651.27,40.37,10422.02,0,2188.88,2184.44,4.44,0,organic,2016,Chicago,July,0.0031909839881687765,0.8237923939651909,0,0.9979715653667629,0.0020284346332370895,0
1.5,15807.19,85.18,13515.35,0,2206.66,2206.66,0,0,organic,2016,Chicago,July,0.005388687046843873,0.855012813789168,0,1,0,0
1.8,27771.37,60.12,25630.13,0,2081.12,2081.12,0,0,organic,2016,Chicago,June,0.0021648193805347015,0.9228975740123733,0,1,0,0
1.53,37650.61,122.15,35503.46,0,2025,2025,0,0,organic,2016,Chicago,June,0.0032443033459484457,0.9429717074969037,0,1,0,0
1.53,40535.05,162.25,38677.24,0,1695.56,1695.56,0,0,organic,2016,Chicago,June,0.004002708766857325,0.9541678127941127,0,1,0,0
1.24,42580.14,105.86,41327.69,0,1146.59,1146.59,0,0,organic,2016,Chicago,June,0.0024861355552142383,0.9705860525587752,0,1,0,0
1.08,65325.69,186.15,64298.18,0,841.36,841.36,0,0,organic,2016,Chicago,May,0.002849568064263845,0.9842709659859696,0,1,0,0
1.33,45768.24,77.57,44459.63,0,1231.04,1231.04,0,0,organic,2016,Chicago,May,0.0016948434110640915,0.9714079020735776,0,1,0,0
1.61,32454.82,37.45,30432.28,0,1985.09,1985.09,0,0,organic,2016,Chicago,May,0.001153911807244656,0.9376813675133616,0,1,0,0
1.62,34200.94,83.69,33146.9,0,970.35,970.35,0,0,organic,2016,Chicago,May,0.0024470087664257177,0.9691809640319827,0,1,0,0
1.61,31458.63,102.92,30785.77,0,569.94,569.94,0,0,organic,2016,Chicago,May,0.003271598286384372,0.9786112745532783,0,1,0,0
1.63,35192.95,66.02,34696.93,0,430,430,0,0,organic,2016,Chicago,April,0.0018759439035374982,0.9859056998631829,0,1,0,0
1.55,25405.66,97.85,24629.54,0,678.27,678.27,0,0,organic,2016,Chicago,April,0.0038515039562050345,0.9694509018856429,0,1,0,0
1.68,35474.03,70.12,35212.51,0,191.4,191.4,0,0,organic,2016,Chicago,April,0.0019766572898540146,0.9926278463428035,0,1,0,0
1.66,35602.29,95.32,35272.75,0,234.22,234.22,0,0,organic,2016,Chicago,April,0.002677355866715315,0.9907438538363683,0,1,0,0
1.5,35086.33,171.4,34565.26,0,349.67,349.67,0,0,organic,2016,Chicago,March,0.004885093425274174,0.9851489169713675,0,1,0,0
1.5,32456.45,152.43,31926.73,0,377.29,377.29,0,0,organic,2016,Chicago,March,0.004696447085248079,0.9836790530079537,0,1,0,0
1.5,29584.31,110.77,28997.72,0,475.82,475.82,0,0,organic,2016,Chicago,March,0.0037442144163578597,0.9801722602284793,0,1,0,0
1.49,36774.58,736.06,35610.75,0,427.77,427.77,0,0,organic,2016,Chicago,March,0.020015456328801032,0.9683523238062813,0,1,0,0
1.6,34164.85,918.49,32243.52,0,1002.84,1002.84,0,0,organic,2016,Chicago,February,0.0268840635916739,0.9437629610550025,0,1,0,0
1.55,32492.15,945.63,28552.71,0,2993.81,2993.81,0,0,organic,2016,Chicago,February,0.029103337267616946,0.8787571767334571,0,1,0,0
1.58,28656.64,751.06,25968.76,0,1936.82,1936.82,0,0,organic,2016,Chicago,February,0.026208934473825263,0.9062039373771663,0,1,0,0
1.6,31000.01,872.31,29897.7,0,230,230,0,0,organic,2016,Chicago,February,0.028139023180960263,0.9644416243736696,0,1,0,0
1.61,28813.36,814.1,27719.26,0,280,280,0,0,organic,2016,Chicago,January,0.028254254276488408,0.9620280314409704,0,1,0,0
1.62,25004.87,976.46,23728.41,0,300,300,0,0,organic,2016,Chicago,January,0.039050792905542,0.9489515442391823,0,1,0,0
1.52,25573.57,777.31,24636.26,0,160,160,0,0,organic,2016,Chicago,January,0.030395052391981252,0.9633484883025717,0,1,0,0
1.62,35835.37,1437.58,34064.46,0,333.33,333.33,0,0,organic,2016,Chicago,January,0.0401162315332589,0.9505820645914915,0,1,0,0
1.62,24460.46,931.2,23415.93,0,113.33,113.33,0,0,organic,2016,Chicago,January,0.038069602942871886,0.9572972053673562,0,1,0,0
1.73,6592.44,235.03,5062.95,0,1294.46,504.22,790.24,0,organic,2016,CincinnatiDayton,December,0.03565144316823513,0.7679933378233249,0,0.3895214993124546,0.6104785006875454,0
0.82,17920.51,216.36,4930.87,0,12773.28,346.06,12427.22,0,organic,2016,CincinnatiDayton,December,0.01207331710983672,0.2751523254639517,0,0.027092493079303046,0.9729075069206968,0
0.64,27489.35,268.89,4743.81,0,22476.65,698.22,21778.43,0,organic,2016,CincinnatiDayton,December,0.009781606331179166,0.17256901309052416,0,0.03106423777564717,0.9689357622243527,0
1.07,15658.75,269.53,5925.9,0,9463.32,201.57,9261.75,0,organic,2016,CincinnatiDayton,December,0.017212740480561983,0.37844016923445356,0,0.021300135681769188,0.9786998643182309,0
0.79,17342.81,198.25,4476.76,0,12667.8,506.67,12161.13,0,organic,2016,CincinnatiDayton,November,0.011431250183793745,0.25813348586532403,0,0.039996684507175674,0.9600033154928244,0
0.96,15570.07,333.63,5458.44,0,9778,306.09,9471.91,0,organic,2016,CincinnatiDayton,November,0.0214276493297718,0.35057260500434484,0,0.03130394763755369,0.9686960523624463,0
1.52,9515.89,366.46,6058.31,0,3091.12,252.19,2838.93,0,organic,2016,CincinnatiDayton,November,0.03851032325930628,0.6366519579356215,0,0.08158531535495225,0.9184146846450477,0
0.9,27345.45,390.75,8582.72,0,18371.98,673.33,17698.65,0,organic,2016,CincinnatiDayton,November,0.014289397322040778,0.31386281812879285,0,0.03664983306099833,0.9633501669390018,0
1.52,15523.6,453.79,10104.3,0,4965.51,262.77,4702.74,0,organic,2016,CincinnatiDayton,October,0.02923226571156175,0.6508992759411476,0,0.052919035506926775,0.9470809644930731,0
1.2,17064.45,488.59,7531.36,0,9044.5,629.95,8414.55,0,organic,2016,CincinnatiDayton,October,0.028632039122268808,0.4413479485128439,0,0.06965006357454807,0.9303499364254518,0
1.23,16206.87,660.88,6583.77,0,8962.22,1830.5,7131.72,0,organic,2016,CincinnatiDayton,October,0.040777768933791654,0.4062332825523991,0,0.20424626933951634,0.7957537306604837,0
1.51,15218.52,562.56,9696.37,0,4959.59,625.18,4334.41,0,organic,2016,CincinnatiDayton,October,0.036965486788465625,0.6371427707819157,0,0.12605477468903678,0.8739452253109632,0
1.44,14975.64,458.81,8070.51,0,6446.32,507.31,5939.01,0,organic,2016,CincinnatiDayton,October,0.030637087964187175,0.5389091885221601,0,0.07869761352213356,0.9213023864778666,0
1.35,16032.03,468.89,7138.63,0,8424.51,781.74,7642.77,0,organic,2016,CincinnatiDayton,September,0.029247076009713054,0.44527299412488625,0,0.09279352745738327,0.9072064725426168,0
1.32,15776.76,577.58,8538.43,0,6660.75,736.94,5923.81,0,organic,2016,CincinnatiDayton,September,0.036609544672036594,0.5412030099969829,0,0.1106391922831513,0.8893608077168488,0
1.13,21710.38,531.09,9471.98,0,11707.31,875.67,10831.64,0,organic,2016,CincinnatiDayton,September,0.02446249213509851,0.4362880797111796,0,0.07479685768976818,0.9252031423102318,0
1.34,22075.04,535.98,10564.37,0,10974.69,764.46,10210.23,0,organic,2016,CincinnatiDayton,September,0.024279910704578564,0.4785662902536077,0,0.06965663722619955,0.9303433627738004,0
0.77,34718.84,637.29,7566.11,0,26515.44,569.01,25946.43,0,organic,2016,CincinnatiDayton,August,0.018355739995921525,0.2179251956574586,0,0.021459572234139808,0.9785404277658603,0
1.13,18700.24,453.45,7152.55,0,11094.24,1046.7,10047.54,0,organic,2016,CincinnatiDayton,August,0.024248351892809928,0.38248439592219136,0,0.09434625535412972,0.9056537446458703,0
1.3,17063.96,581.36,8369.54,0,8113.06,603.49,7509.57,0,organic,2016,CincinnatiDayton,August,0.03406946570432655,0.49048052152020993,0,0.07438500393193197,0.925614996068068,0
1.09,22772.04,470,7721.78,0,14580.26,666.17,13914.09,0,organic,2016,CincinnatiDayton,August,0.020639345442920353,0.3390903933068798,0,0.04568985738251581,0.9543101426174841,0
1.51,12919.17,554.23,8694.68,0,3670.26,1047.48,2622.78,0,organic,2016,CincinnatiDayton,July,0.042899814771382376,0.6730060832081318,0,0.28539667489496656,0.7146033251050334,0
1.65,14589.37,538.94,10669.81,0,3380.62,827.26,2553.36,0,organic,2016,CincinnatiDayton,July,0.03694059441908732,0.7313413807450219,0,0.24470659228188912,0.7552934077181109,0
1.04,22576.93,541.3,8960.19,0,13075.44,725.06,12350.38,0,organic,2016,CincinnatiDayton,July,0.02397580184728393,0.39687371135048033,0,0.055452053621140085,0.9445479463788599,0
0.98,24427.23,481.08,11267.87,0,12678.28,862.31,11815.97,0,organic,2016,CincinnatiDayton,July,0.019694414798567008,0.4612831663680246,0,0.0680147464798064,0.9319852535201935,0
1.05,19128.61,482.4,10370.88,0,8275.33,746.79,7528.54,0,organic,2016,CincinnatiDayton,July,0.025218769163049482,0.5421658970515891,0,0.09024292686817323,0.9097570731318267,0
1.02,19243.4,482.14,9041.74,0,9719.52,767.81,8951.71,0,organic,2016,CincinnatiDayton,June,0.025054823991602315,0.4698618747206834,0,0.07899669942548602,0.9210033005745139,0
1.04,21910.54,699.16,10546.16,0,10665.22,710.57,9954.65,0,organic,2016,CincinnatiDayton,June,0.031909756674185115,0.48132816443592896,0,0.06662497351203257,0.9333750264879674,0
1.09,21266.49,545.86,10293.17,0,10427.46,691.21,9736.25,0,organic,2016,CincinnatiDayton,June,0.025667611345360705,0.48400887969758993,0,0.06628747556931411,0.933712524430686,0
1.2,16321.6,374.82,8709.85,0,7236.93,759.52,6477.41,0,organic,2016,CincinnatiDayton,June,0.022964660327418878,0.5336394716204294,0,0.10495057987295717,0.8950494201270428,0
1.24,14695.59,459.73,8442.84,0,5793.02,923.63,4869.39,0,organic,2016,CincinnatiDayton,May,0.03128353472028003,0.5745152117063691,0,0.15943842762496935,0.8405615723750306,0
1.39,14720.61,408.42,9071.13,0,5241.06,1062.17,4178.89,0,organic,2016,CincinnatiDayton,May,0.027744774163570667,0.6162197082865452,0,0.20266320171873628,0.7973367982812637,0
1.4,15206.47,359.02,8892.58,0,5954.87,1681.91,4272.96,0,organic,2016,CincinnatiDayton,May,0.023609687192359567,0.5847892377389361,0,0.2824427737297372,0.7175572262702629,0
1.43,14624.46,383.03,8838.78,0,5402.65,2905.39,2497.26,0,organic,2016,CincinnatiDayton,May,0.02619105252433252,0.6043833413336288,0,0.5377712789094241,0.462228721090576,0
1.13,20458.94,308.69,9102.19,0,11048.06,1403,9645.06,0,organic,2016,CincinnatiDayton,May,0.015088269480237003,0.4449003711824758,0,0.12699062097780064,0.8730093790221993,0
1.44,15395.22,460.03,9677.47,0,5257.72,2457.02,2800.7,0,organic,2016,CincinnatiDayton,April,0.029881352783526313,0.6286022544659966,0,0.46731663154371095,0.5326833684562889,0
1.4,15920.25,417.29,9447.47,0,6055.49,1598.28,4457.21,0,organic,2016,CincinnatiDayton,April,0.026211271807917592,0.5934247263705029,0,0.26393900411031973,0.7360609958896803,0
1.12,16776.27,394.05,9103.31,0,7278.91,5473.56,1805.35,0,organic,2016,CincinnatiDayton,April,0.023488534698118235,0.5426301555709344,0,0.7519752270600956,0.24802477293990446,0
1.3,12140.52,348.81,8344.35,0,3447.36,580,2867.36,0,organic,2016,CincinnatiDayton,April,0.02873105929564796,0.687314052445859,0,0.16824468578854543,0.8317553142114545,0
1.17,17750.82,347.47,9168.31,0,8235.04,533.33,7701.71,0,organic,2016,CincinnatiDayton,March,0.019574870344017913,0.5165006461673319,0,0.06476349841652257,0.9352365015834774,0
1.21,16466.35,319.09,8546.86,0,7600.4,496.67,7103.73,0,organic,2016,CincinnatiDayton,March,0.019378307882439036,0.5190500627036351,0,0.06534787642755645,0.9346521235724435,0
1.25,13252.99,308.89,8663.98,0,4280.12,540,3740.12,0,organic,2016,CincinnatiDayton,March,0.023307193320148887,0.6537377603091831,0,0.12616468697139332,0.8738353130286066,0
1.34,12627.11,487.73,9078.49,0,3060.89,136.67,2924.22,0,organic,2016,CincinnatiDayton,March,0.03862562375713841,0.7189681566090736,0,0.04465041213503262,0.9553495878649674,0
1.47,9125.44,414.52,8307.16,0,403.76,280,123.76,0,organic,2016,CincinnatiDayton,February,0.04542465897534803,0.9103298032752393,0,0.6934812760055479,0.3065187239944522,0
1.33,10563.94,529,7783.07,0,2251.87,348.67,1903.2,0,organic,2016,CincinnatiDayton,February,0.05007601330564164,0.7367582549692633,0,0.15483575872497082,0.8451642412750292,0
1.01,17338.51,545.84,9088.79,0,7703.88,294.41,7409.47,0,organic,2016,CincinnatiDayton,February,0.03148136719937296,0.5241967158654349,0,0.03821580813823684,0.9617841918617632,0
1.11,14072.95,443.33,8905.29,0,4724.33,203.33,4521,0,organic,2016,CincinnatiDayton,February,0.03150227919519361,0.6327948297975905,0,0.04303890710428781,0.9569610928957122,0
1.3,11109.1,335.93,6835.59,0,3937.58,166.67,3770.91,0,organic,2016,CincinnatiDayton,January,0.030239173290365556,0.6153144719194175,0,0.04232802889084158,0.9576719711091584,0
1.42,11874.46,411.54,7551.79,0,3911.13,186.67,3724.46,0,organic,2016,CincinnatiDayton,January,0.034657576007666877,0.6359691303857187,0,0.047727894495964075,0.9522721055040358,0
1.4,9955.8,573.01,7597.31,0,1785.48,400,1385.48,0,organic,2016,CincinnatiDayton,January,0.05755539484521586,0.7631039193234096,0,0.2240293926563165,0.7759706073436835,0
1.31,13480.88,689.26,8880.64,0,3910.98,624.9,3286.08,0,organic,2016,CincinnatiDayton,January,0.05112870969847666,0.6587581819584478,0,0.15978092447417272,0.8402190755258273,0
1.34,10552.84,309.8,7637.9,0,2605.14,363.09,2242.05,0,organic,2016,CincinnatiDayton,January,0.029357026165468255,0.7237767274022917,0,0.13937446739906492,0.8606255326009352,0
1.75,4561.12,543.08,2287.13,0,1730.91,1588.03,142.88,0,organic,2016,Columbus,December,0.11906724664117586,0.501440435682464,0,0.9174538248666886,0.08254617513331138,0
1.64,4249.07,504.97,1858.48,0,1885.62,1254.08,631.54,0,organic,2016,Columbus,December,0.11884247611830355,0.4373851219207968,0,0.6650756780263256,0.33492432197367444,0
1.02,8682.81,448.83,1413.59,0,6820.39,2531.27,4289.12,0,organic,2016,Columbus,December,0.051691791021570205,0.1628032860329778,0,0.37113273581129524,0.6288672641887048,0
1.36,5338.71,485.75,1639.28,0,3213.68,3074.56,139.12,0,organic,2016,Columbus,December,0.09098639933616923,0.30705544972474624,0,0.9567100644743721,0.043289935525627946,0
1.47,5503.68,494.4,1889.17,0,3120.11,2049.89,1070.22,0,organic,2016,Columbus,November,0.08983080411651839,0.34325578522007094,0,0.6569928624311322,0.34300713756886775,0
1.31,7255.4,661.45,2218.41,0,4375.54,1467.18,2908.36,0,organic,2016,Columbus,November,0.09116657937536181,0.3057598478374728,0,0.3353140412383386,0.6646859587616615,0
1.18,10485.95,778.65,2727.06,0,6980.24,1486.86,5493.38,0,organic,2016,Columbus,November,0.074256505133059,0.2600679957466896,0,0.21300986785554651,0.7869901321444536,0
0.89,16601.25,537.42,2897.13,0,13166.7,2262.47,10904.23,0,organic,2016,Columbus,November,0.03237226112491529,0.17451276259317824,0,0.17183272953739356,0.8281672704626063,0
1.8,5890.85,712.43,2810.91,0,2367.51,1769.32,598.19,0,organic,2016,Columbus,October,0.12093840447473622,0.47716543452982163,0,0.7473336965841748,0.2526663034158251,0
1.18,10574.95,673.64,3073.84,0,6827.47,1765.71,5061.76,0,organic,2016,Columbus,October,0.06370148322214289,0.29067182350743975,0,0.25861849264808195,0.7413815073519181,0
1.01,16161.36,725,3749.33,0,11687.03,2823.14,8863.89,0,organic,2016,Columbus,October,0.04486008603236361,0.2319934708465129,0,0.24156179970445868,0.7584382002955412,0
1.03,15870,685.82,4176.3,1.16,11006.72,2686.83,8319.89,0,organic,2016,Columbus,October,0.04321487082545684,0.2631568998109641,7.309388783868934e-5,0.24410814484242355,0.7558918551575765,0
1.77,8280.66,570.03,4396.02,0,3314.61,3048.2,266.41,0,organic,2016,Columbus,October,0.0688387157545413,0.5308779734948664,0,0.9196255366393029,0.08037446336069703,0
1.3,12976.63,789.01,3352.16,0,8835.46,2538.99,6296.47,0,organic,2016,Columbus,September,0.06080238089550215,0.2583228465325743,0,0.2873636460354073,0.7126363539645928,0
1.58,5525.95,769.61,2564.21,0,2192.13,1028.19,1163.94,0,organic,2016,Columbus,September,0.13927198038346347,0.46403061916955457,0,0.469036964048665,0.530963035951335,0
1.12,9434.47,815.47,3267.61,0,5351.39,877.41,4473.98,0,organic,2016,Columbus,September,0.08643516805925507,0.3463480195495879,0,0.16395927039516833,0.8360407296048316,0
1.17,11869.66,962.25,4496.2,0,6411.21,712.73,5698.48,0,organic,2016,Columbus,September,0.08106803396221965,0.37879770776922,0,0.11116934244861734,0.8888306575513826,0
1.32,10186.67,868.26,4898.92,0,4419.49,352.31,4067.18,0,organic,2016,Columbus,August,0.08523491975297129,0.480914764098572,0,0.07971734295133602,0.920282657048664,0
1.67,7223.46,629.11,4017.95,0,2576.4,1129.77,1446.63,0,organic,2016,Columbus,August,0.08709261212770611,0.5562362081329446,0,0.4385072193758733,0.5614927806241267,0
1.54,7697.63,652.47,3940.51,0,3104.65,602.27,2502.38,0,organic,2016,Columbus,August,0.08476245285886695,0.5119121080124662,0,0.1939896606702849,0.8060103393297151,0
1.47,8981.41,667.31,4129.75,0,4184.35,501.81,3682.54,0,organic,2016,Columbus,August,0.07429902431800797,0.4598108760205803,0,0.11992543644771589,0.880074563552284,0
1.4,9346.26,558.77,3796.68,0,4990.81,1087.86,3902.95,0,organic,2016,Columbus,July,0.05978541149079952,0.4062245218943192,0,0.21797263370074194,0.782027366299258,0
1.58,8142.15,642.5,4610.11,0,2889.54,554.41,2335.13,0,organic,2016,Columbus,July,0.07891036151385077,0.5662030299122468,0,0.19186790977110543,0.8081320902288947,0
1.2,11566.22,713.11,4467.58,0,6385.53,730.17,5655.36,0,organic,2016,Columbus,July,0.061654542279154304,0.3862610256419124,0,0.11434759526617211,0.8856524047338279,0
1,11572.14,570.66,4290.35,0,6711.13,551.3,6159.83,0,organic,2016,Columbus,July,0.04931326444374161,0.3707481935061277,0,0.08214711978459663,0.9178528802154033,0
1.02,7549.2,583.93,3321.68,0,3643.59,559.59,3084,0,organic,2016,Columbus,July,0.0773499178720924,0.4400042388597467,0,0.15358204408289627,0.8464179559171037,0
1.1,8491.02,492.49,3910.86,0,4087.67,698.81,3388.86,0,organic,2016,Columbus,June,0.05800127664285327,0.46058777390702177,0,0.1709555810522865,0.8290444189477135,0
0.99,13064.09,632.15,5496.38,36.98,6898.58,750.6,6147.98,0,organic,2016,Columbus,June,0.04838836842060947,0.42072429078489204,0.002830660229683047,0.10880500044936785,0.8911949995506321,0
1.3,10239.17,574.02,5539.61,40.44,4085.1,682.57,3402.53,0,organic,2016,Columbus,June,0.056061184646802424,0.5410213913823093,0.003949538878639577,0.16708770899121198,0.832912291008788,0
1.43,9417.49,527.69,4916.99,50.28,3922.53,698.77,3223.76,0,organic,2016,Columbus,June,0.056032976939715366,0.5221125798912449,0.005339002218213133,0.17814267832240924,0.8218573216775907,0
